"","id","pairs","2008-09-09","2008-10-19","2008-12-13","2009-03-05","2009-04-17","2009-05-18"
"364",364,"38-5","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"365",365,"28-5","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"366",366,"20-5","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"367",367,"62-5","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"368",368,"42-5","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"369",369,"45-5","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"370",370,"70-5","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"371",371,"43-5","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"372",372,"59-5","PoliticalDiscussant",NA,NA,NA,NA,NA
"373",373,"44-5","PoliticalDiscussant",NA,NA,NA,NA,NA
"374",374,"10-5","PoliticalDiscussant",NA,NA,NA,NA,NA
"375",375,"39-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"376",376,"37-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"377",377,"63-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"378",378,"40-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"379",379,"50-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"380",380,"9-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"381",381,"44-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"382",382,"83-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"383",383,"14-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"384",384,"28-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"385",385,"65-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"386",386,"54-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"387",387,"20-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"388",388,"62-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"389",389,"45-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"390",390,"23-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"391",391,"43-5","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"392",392,"37-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"393",393,"72-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"394",394,"63-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"395",395,"59-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"396",396,"9-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"397",397,"44-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"398",398,"14-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"399",399,"28-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"400",400,"65-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"401",401,"20-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"402",402,"62-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"403",403,"45-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"404",404,"70-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"405",405,"23-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"406",406,"43-5","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"407",407,"9-17","CloseFriend",NA,NA,NA,NA,NA
"408",408,"66-17","CloseFriend",NA,NA,NA,NA,NA
"409",409,"35-17","CloseFriend",NA,NA,NA,NA,NA
"410",410,"59-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"411",411,"52-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"412",412,"9-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"413",413,"35-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"414",414,"83-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"415",415,"28-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"416",416,"5-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"417",417,"20-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"418",418,"42-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"419",419,"70-17","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"420",420,"59-17","PoliticalDiscussant",NA,NA,NA,NA,NA
"421",421,"35-17","PoliticalDiscussant",NA,NA,NA,NA,NA
"422",422,"83-17","PoliticalDiscussant",NA,NA,NA,NA,NA
"423",423,"10-17","PoliticalDiscussant",NA,NA,NA,NA,NA
"424",424,"39-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"425",425,"37-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"426",426,"63-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"427",427,"50-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"428",428,"9-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"429",429,"35-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"430",430,"83-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"431",431,"14-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"432",432,"28-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"433",433,"65-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"434",434,"20-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"435",435,"45-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"436",436,"23-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"437",437,"43-17","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"438",438,"37-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"439",439,"3-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"440",440,"72-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"441",441,"63-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"442",442,"59-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"443",443,"9-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"444",444,"83-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"445",445,"14-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"446",446,"28-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"447",447,"65-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"448",448,"20-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"449",449,"45-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"450",450,"70-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"451",451,"23-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"452",452,"43-17","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"453",453,"70-8","CloseFriend",NA,NA,NA,NA,NA
"454",454,"52-8","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"455",455,"62-8","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"456",456,"68-8","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"457",457,"70-8","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"458",458,"43-8","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"459",459,"10-8","PoliticalDiscussant",NA,NA,NA,NA,NA
"460",460,"39-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"461",461,"37-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"462",462,"63-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"463",463,"40-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"464",464,"50-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"465",465,"9-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"466",466,"44-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"467",467,"83-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"468",468,"14-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"469",469,"41-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"470",470,"28-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"471",471,"65-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"472",472,"54-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"473",473,"62-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"474",474,"45-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"475",475,"70-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"476",476,"23-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"477",477,"43-8","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"478",478,"37-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"479",479,"72-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"480",480,"63-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"481",481,"9-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"482",482,"44-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"483",483,"14-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"484",484,"28-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"485",485,"65-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"486",486,"62-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"487",487,"45-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"488",488,"70-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"489",489,"23-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"490",490,"43-8","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"491",491,"4-57","CloseFriend",NA,NA,NA,NA,NA
"492",492,"73-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"493",493,"55-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"494",494,"11-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"495",495,"63-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"496",496,"21-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"497",497,"59-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"498",498,"47-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"499",499,"51-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"500",500,"52-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"501",501,"27-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"502",502,"32-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"503",503,"25-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"504",504,"33-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"505",505,"2-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"506",506,"58-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"507",507,"31-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"508",508,"4-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"509",509,"68-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"510",510,"70-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"511",511,"23-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"512",512,"34-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"513",513,"16-57","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"514",514,"11-57","PoliticalDiscussant",NA,NA,NA,NA,NA
"515",515,"59-57","PoliticalDiscussant",NA,NA,NA,NA,NA
"516",516,"51-57","PoliticalDiscussant",NA,NA,NA,NA,NA
"517",517,"25-57","PoliticalDiscussant",NA,NA,NA,NA,NA
"518",518,"10-57","PoliticalDiscussant",NA,NA,NA,NA,NA
"519",519,"4-57","PoliticalDiscussant",NA,NA,NA,NA,NA
"520",520,"16-57","PoliticalDiscussant",NA,NA,NA,NA,NA
"521",521,"39-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"522",522,"37-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"523",523,"63-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"524",524,"47-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"525",525,"40-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"526",526,"50-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"527",527,"9-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"528",528,"7-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"529",529,"44-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"530",530,"83-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"531",531,"14-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"532",532,"25-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"533",533,"28-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"534",534,"65-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"535",535,"31-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"536",536,"4-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"537",537,"45-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"538",538,"23-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"539",539,"43-57","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"540",540,"37-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"541",541,"72-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"542",542,"63-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"543",543,"59-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"544",544,"47-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"545",545,"51-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"546",546,"9-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"547",547,"7-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"548",548,"44-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"549",549,"14-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"550",550,"28-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"551",551,"65-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"552",552,"31-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"553",553,"4-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"554",554,"45-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"555",555,"70-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"556",556,"23-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"557",557,"43-57","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"558",558,"32-54","CloseFriend",NA,NA,NA,NA,NA
"559",559,"68-54","CloseFriend",NA,NA,NA,NA,NA
"560",560,"70-54","CloseFriend",NA,NA,NA,NA,NA
"561",561,"36-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"562",562,"59-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"563",563,"52-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"564",564,"40-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"565",565,"44-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"566",566,"6-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"567",567,"19-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"568",568,"30-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"569",569,"32-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"570",570,"38-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"571",571,"28-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"572",572,"18-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"573",573,"62-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"574",574,"70-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"575",575,"8-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"576",576,"43-54","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"577",577,"59-54","PoliticalDiscussant",NA,NA,NA,NA,NA
"578",578,"40-54","PoliticalDiscussant",NA,NA,NA,NA,NA
"579",579,"44-54","PoliticalDiscussant",NA,NA,NA,NA,NA
"580",580,"38-54","PoliticalDiscussant",NA,NA,NA,NA,NA
"581",581,"10-54","PoliticalDiscussant",NA,NA,NA,NA,NA
"582",582,"39-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"583",583,"37-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"584",584,"63-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"585",585,"40-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"586",586,"50-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"587",587,"9-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"588",588,"44-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"589",589,"83-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"590",590,"14-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"591",591,"28-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"592",592,"26-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"593",593,"65-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"594",594,"62-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"595",595,"45-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"596",596,"70-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"597",597,"23-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"598",598,"43-54","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"599",599,"37-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"600",600,"72-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"601",601,"63-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"602",602,"59-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"603",603,"9-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"604",604,"44-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"605",605,"6-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"606",606,"14-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"607",607,"28-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"608",608,"26-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"609",609,"65-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"610",610,"62-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"611",611,"45-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"612",612,"70-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"613",613,"23-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"614",614,"43-54","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"615",615,"47-41","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"616",616,"52-41","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"617",617,"30-41","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"618",618,"70-41","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"619",619,"8-41","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"620",620,"10-41","PoliticalDiscussant",NA,NA,NA,NA,NA
"621",621,"39-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"622",622,"37-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"623",623,"63-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"624",624,"47-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"625",625,"50-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"626",626,"9-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"627",627,"44-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"628",628,"83-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"629",629,"14-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"630",630,"28-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"631",631,"65-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"632",632,"54-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"633",633,"45-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"634",634,"23-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"635",635,"43-41","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"636",636,"37-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"637",637,"72-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"638",638,"63-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"639",639,"47-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"640",640,"9-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"641",641,"44-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"642",642,"14-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"643",643,"28-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"644",644,"65-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"645",645,"45-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"646",646,"70-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"647",647,"23-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"648",648,"43-41","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"649",649,"36-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"650",650,"52-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"651",651,"46-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"652",652,"32-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"653",653,"28-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"654",654,"18-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"655",655,"5-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"656",656,"20-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"657",657,"62-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"658",658,"68-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"659",659,"70-59","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"660",660,"44-59","PoliticalDiscussant",NA,NA,NA,NA,NA
"661",661,"64-59","PoliticalDiscussant",NA,NA,NA,NA,NA
"662",662,"10-59","PoliticalDiscussant",NA,NA,NA,NA,NA
"663",663,"18-59","PoliticalDiscussant",NA,NA,NA,NA,NA
"664",664,"39-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"665",665,"37-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"666",666,"63-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"667",667,"40-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"668",668,"50-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"669",669,"9-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"670",670,"44-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"671",671,"46-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"672",672,"83-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"673",673,"14-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"674",674,"28-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"675",675,"65-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"676",676,"54-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"677",677,"20-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"678",678,"62-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"679",679,"45-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"680",680,"23-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"681",681,"43-59","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"682",682,"37-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"683",683,"72-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"684",684,"63-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"685",685,"9-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"686",686,"44-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"687",687,"46-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"688",688,"14-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"689",689,"28-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"690",690,"65-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"691",691,"20-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"692",692,"62-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"693",693,"45-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"694",694,"70-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"695",695,"23-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"696",696,"43-59","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"697",697,"43-64","CloseFriend",NA,NA,NA,NA,NA
"698",698,"59-64","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"699",699,"52-64","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"700",700,"44-64","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"701",701,"32-64","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"702",702,"70-64","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"703",703,"43-64","SocializeTwicePerWeek",NA,NA,NA,NA,NA
"704",704,"59-64","PoliticalDiscussant",NA,NA,NA,NA,NA
"705",705,"44-64","PoliticalDiscussant",NA,NA,NA,NA,NA
"706",706,"1-64","PoliticalDiscussant",NA,NA,NA,NA,NA
"707",707,"10-64","PoliticalDiscussant",NA,NA,NA,NA,NA
"708",708,"43-64","PoliticalDiscussant",NA,NA,NA,NA,NA
"709",709,"39-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"710",710,"37-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"711",711,"63-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"712",712,"40-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"713",713,"50-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"714",714,"9-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"715",715,"44-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"716",716,"83-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"717",717,"14-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"718",718,"28-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"719",719,"65-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"720",720,"45-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"721",721,"23-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"722",722,"43-64","FacebookAllTaggedPhotos",NA,NA,NA,NA,NA
"723",723,"37-64","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"724",724,"72-64","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"725",725,"63-64","BlogLivejournalTwitter",NA,NA,NA,NA,NA
"726",726,"59-64","BlogLivejournalTwitter",NA,NA,NA,NA,NA
