pairs,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,2009-07-08
11-19,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-20,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
11-21,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-24,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-25,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
11-27,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-28,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
11-31,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-33,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-34,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-42,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
11-47,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-49,,,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-51,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-52,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-55,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-56,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
11-57,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-58,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-63,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-7,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-72,,,,,,,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-73,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
11-81,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
11-83,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
12-18,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-2,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-22,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-23,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-25,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-26,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
12-28,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-31,,,,,,,,,,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-34,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-40,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-43,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-44,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
12-46,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
12-51,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-55,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-60,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
12-67,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
12-73,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-74,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
12-84,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-10,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
14-11,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-12,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-13,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-16,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-17,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-18,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-19,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
14-2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-20,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-21,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-22,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-23,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-24,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-25,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-26,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-27,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-28,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-29,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-3,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-30,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
14-31,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-32,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-33,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-34,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-35,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-36,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-37,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-38,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-39,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-40,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-41,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-42,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-43,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-44,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-45,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-46,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-47,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-48,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-49,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-5,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-50,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-51,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-52,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-53,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-54,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-55,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-56,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-57,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-58,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-59,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-6,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
14-60,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-61,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-62,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-63,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-64,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-65,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
14-66,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
